الحمد,الدين,الذين,الرحمن,الرحيم,الصراط,الضالين,العالمين,الله,المستقيم,المغضوب,انعمت,اهدنا,اياك,بسم,رب,صراط,عليهم,غير,لله,مالك,نستعين,نعبد,واياك,ولا,يوم
0.0,0.0,0.0,0.4516351457444982,0.4516351457444982,0.0,0.0,0.0,0.544082434129559,0.0,0.0,0.0,0.0,0.0,0.544082434129559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.7071067811865475,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.5773502691896257
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.3015113445777636,0.3015113445777636,0.0,0.0,0.0,0.0,0.3015113445777636,0.6030226891555271,0.3015113445777636,0.0,0.0,0.0,0.0,0.0,0.3015113445777636,0.0
